title,year,runtime,genre,imdb_rating,votes,certificate,metascore,gross
Мальчишник 2: Из Вегаса в Бангкок,2011,102,['Comedy'],6.5,514899,18+,44,254464305
Новый Человек-паук: Высокое напряжение,2014,142,"['Action', 'Adventure', 'Sci-Fi']",6.6,513930,12+,53,202853933
Тихоокеанский рубеж,2013,131,"['Action', 'Adventure', 'Sci-Fi']",6.9,513878,PG-13,65,101802906
Ярость,2014,134,"['Action', 'Drama', 'War']",7.5,513508,R,64,85817906
Мистер и миссис Смит,2005,120,"['Action', 'Comedy', 'Crime']",6.5,512898,14+,55,186336279
Люси,2014,89,"['Action', 'Sci-Fi', 'Thriller']",6.4,512785,18+,61,126663600
Дитя человеческое,2006,109,"['Action', 'Drama', 'Sci-Fi']",7.9,512218,16+,84,35552383
Общество мёртвых поэтов,1989,128,"['Comedy', 'Drama']",8.1,511120,6+,79,95860116
Веном,2018,112,"['Action', 'Adventure', 'Sci-Fi']",6.6,507033,16+,35,213515506
Невероятный Халк,2008,112,"['Action', 'Adventure', 'Sci-Fi']",6.6,506074,12+,61,134518390
Индиана Джонс и Храм судьбы,1984,118,"['Action', 'Adventure']",7.5,505348,0+,57,179870271
Снайпер,2014,133,"['Action', 'Biography', 'Drama']",7.3,504215,18+,72,350126372
Реальная любовь,2003,135,"['Comedy', 'Drama', 'Romance']",7.6,503696,16+,55,59696144
Эдвард руки-ножницы,1990,105,"['Drama', 'Fantasy', 'Romance']",7.9,503580,12+,74,56362352
Окно во двор,1954,112,"['Mystery', 'Thriller']",8.5,502592,12+,100,36764313
Эффект бабочки,2004,113,"['Drama', 'Sci-Fi', 'Thriller']",7.6,502507,16+,30,57938693
Миссия невыполнима: Протокол Фантом,2011,132,"['Action', 'Adventure', 'Thriller']",7.4,502262,14+,73,209397903
Далласский клуб покупателей,2013,117,"['Biography', 'Drama']",7.9,501165,18+,77,27298285
"Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу",1964,95,"['Comedy', 'War']",8.4,501026,PG,97,275902
Чарли и шоколадная фабрика,2005,115,"['Adventure', 'Comedy', 'Family']",6.7,497668,12+,72,206459076
Ледниковый период,2002,81,"['Animation', 'Adventure', 'Comedy']",7.5,497309,0+,61,176387405
Маленькая Мисс Счастье,2006,101,"['Comedy', 'Drama']",7.8,496225,16+,80,59891098
Хэнкок,2008,92,"['Action', 'Comedy', 'Drama']",6.4,495722,12+,49,227946274
Аквамен,2018,143,"['Action', 'Adventure', 'Fantasy']",6.8,492416,12+,55,335061807
Гонка,2013,123,"['Action', 'Biography', 'Drama']",8.1,491895,R,74,26947624
Кунг-фу Панда,2008,92,"['Animation', 'Action', 'Adventure']",7.6,489884,0+,74,215434591
Стартрек: Возмездие,2013,132,"['Action', 'Adventure', 'Sci-Fi']",7.7,489642,12+,72,228778661
Афера по-американски,2013,138,"['Crime', 'Drama']",7.2,489229,16+,90,150117807
Фантастические твари и где они обитают,2016,132,"['Adventure', 'Family', 'Fantasy']",7.2,489068,12+,66,234037575
Пятый элемент,1997,126,"['Action', 'Adventure', 'Sci-Fi']",7.6,486817,16+,52,63540020
Бегущий в лабиринте,2014,113,"['Action', 'Mystery', 'Sci-Fi']",6.8,484551,12+,57,102427862
В центре внимания,2015,129,"['Biography', 'Crime', 'Drama']",8.1,482958,18+,93,45055776
Воин,2011,140,"['Action', 'Drama', 'Sport']",8.1,482341,12+,71,13657115
Шрэк 2,2004,93,"['Animation', 'Adventure', 'Comedy']",7.3,482156,6+,75,436471036
Джон Уик 2,2017,122,"['Action', 'Crime', 'Thriller']",7.4,479504,18+,75,92029184
Росомаха: Бессмертный,2013,126,"['Action', 'Sci-Fi']",6.7,478253,12+,61,132556852
Город героев,2014,102,"['Animation', 'Action', 'Adventure']",7.8,477731,6+,74,222527828
Лучший стрелок,1986,109,"['Action', 'Drama']",6.9,475547,12+,50,179800601
Девушка с татуировкой дракона,2011,158,"['Crime', 'Drama', 'Mystery']",7.8,474960,18+,71,102515793
Капитан Филлипс,2013,134,"['Action', 'Biography', 'Crime']",7.8,474159,16+,82,107100855
Превосходство Борна,2004,108,"['Action', 'Mystery', 'Thriller']",7.7,474047,16+,73,176241941
Прислуга,2011,146,['Drama'],8.1,473172,PG-13,62,169708112
Терминал,2004,128,"['Comedy', 'Drama', 'Romance']",7.4,473067,12+,55,77872883
Эта замечательная жизнь,1946,130,"['Drama', 'Family', 'Fantasy']",8.6,472836,PG,89,0
Голодные игры: Сойка-пересмешница. Часть I,2014,123,"['Action', 'Adventure', 'Sci-Fi']",6.6,472567,12+,64,337135885
Дивергент,2014,139,"['Action', 'Adventure', 'Mystery']",6.6,472217,12+,48,150947895
Сумерки,2008,122,"['Drama', 'Fantasy', 'Romance']",5.3,472036,16+,56,192769854
Рапунцель: Запутанная история,2010,100,"['Animation', 'Adventure', 'Comedy']",7.7,470311,6+,71,200821936
Звёздные войны: Скайуокер. Восход,2019,141,"['Action', 'Adventure', 'Fantasy']",6.5,468636,PG-13,53,515202542
Таинственная река,2003,138,"['Crime', 'Drama', 'Mystery']",7.9,468236,16+,84,90135191
Трудности перевода,2003,102,"['Comedy', 'Drama']",7.7,467858,16+,91,44585453
Шерлок Холмс: Игра теней,2011,129,"['Action', 'Adventure', 'Mystery']",7.4,466457,12+,48,186848418
Индиана Джонс и Королевство хрустального черепа,2008,122,"['Action', 'Adventure']",6.2,466394,12+,65,317101119
Красавица и чудовище,1991,84,"['Animation', 'Family', 'Fantasy']",8.0,465277,6+,95,218967620
Мы - Миллеры,2013,110,"['Comedy', 'Crime']",7.0,465212,16+,44,150394119
Вселенная Стивена Хокинга,2014,123,"['Biography', 'Drama', 'Romance']",7.7,464322,16+,71,35893537
Лига справедливости,2017,120,"['Action', 'Adventure', 'Fantasy']",6.1,463761,12+,45,229024295
Повелитель бури,2008,131,"['Drama', 'Thriller', 'War']",7.5,461657,16+,95,17017811
Назад в будущее 3,1990,118,"['Adventure', 'Comedy', 'Sci-Fi']",7.4,461476,16,55,87727583
Послезавтра,2004,124,"['Action', 'Adventure', 'Sci-Fi']",6.4,460569,12+,47,186740799
Война миров,2005,116,"['Action', 'Adventure', 'Sci-Fi']",6.5,460153,14+,73,234280354
Несносные боссы,2011,98,"['Comedy', 'Crime']",6.9,458623,16+,57,117538559
Квант милосердия,2008,106,"['Action', 'Adventure', 'Mystery']",6.6,458313,14+,58,168368427
Элизиум: Рай не на Земле,2013,109,"['Action', 'Drama', 'Sci-Fi']",6.6,458050,16+,61,93050117
Первому игроку приготовиться,2018,140,"['Action', 'Adventure', 'Sci-Fi']",7.4,455234,12+,64,137690172
Банды Нью-Йорка,2002,167,"['Crime', 'Drama']",7.5,454745,16+,72,77812000
Всё везде и сразу,2022,139,"['Action', 'Adventure', 'Comedy']",7.8,453472,18+,81,72861480
Последний самурай,2003,154,"['Action', 'Drama']",7.8,452768,16+,55,111110575
Планета обезьян: Революция,2014,130,"['Action', 'Adventure', 'Drama']",7.6,452286,16+,79,208545589
007: Спектр,2015,148,"['Action', 'Adventure', 'Thriller']",6.8,451452,16+,60,200074175
Гражданин Кейн,1941,119,"['Drama', 'Mystery']",8.3,451221,12+,100,1585634
Тренировочный день,2001,122,"['Action', 'Crime', 'Drama']",7.7,451004,16+,69,76631907
Сорокалетний девственник,2005,116,"['Comedy', 'Romance']",7.1,450262,16+,73,109449237
Крупная рыба,2003,125,"['Adventure', 'Drama', 'Fantasy']",8.0,448610,0+,58,66257002
Игра на понижение,2015,130,"['Biography', 'Comedy', 'Drama']",7.8,447832,18+,81,70259870
Убийца,2015,121,"['Action', 'Crime', 'Drama']",7.6,447128,16+,82,46889293
Люди Икс: Апокалипсис,2016,144,"['Action', 'Adventure', 'Sci-Fi']",6.9,446449,12+,52,155442489
Залечь на дно в Брюгге,2008,107,"['Comedy', 'Crime', 'Drama']",7.9,446067,18+,67,7757130
Код да Винчи,2006,149,"['Mystery', 'Thriller']",6.6,444399,18+,46,217536138
Мумия,1999,124,"['Action', 'Adventure', 'Fantasy']",7.1,444360,0+,48,155247825
Столкновение,2004,112,"['Crime', 'Drama', 'Thriller']",7.7,442633,16+,66,54580300
Скотт Пилигрим против всех,2010,112,"['Action', 'Comedy', 'Fantasy']",7.5,442350,16+,69,31494270
"Человек, который изменил всё",2011,133,"['Biography', 'Drama', 'Sport']",7.6,440653,PG-13,87,75605492
Доктор Стрэндж: В мультивселенной безумия,2022,126,"['Action', 'Adventure', 'Fantasy']",6.9,440551,16+,60,411331607
Тачки,2006,117,"['Animation', 'Adventure', 'Comedy']",7.2,440131,0+,73,244082982
Миссия: невыполнима,1996,110,"['Action', 'Adventure', 'Thriller']",7.1,439703,12+,59,180981856
Нечто,1982,109,"['Horror', 'Mystery', 'Sci-Fi']",8.2,439561,18+,57,13782838
Аладдин,1992,90,"['Animation', 'Adventure', 'Comedy']",8.0,438227,NaN,86,217350219
Ральф,2012,101,"['Animation', 'Adventure', 'Comedy']",7.7,437877,6+,72,189422889
Гангстер,2007,157,"['Biography', 'Crime', 'Drama']",7.8,437320,18+,76,130164645
Армагеддон,1998,151,"['Action', 'Adventure', 'Sci-Fi']",6.7,436847,12+,42,201573391
Принцесса-невеста,1987,98,"['Adventure', 'Comedy', 'Family']",8.0,436577,0+,77,30857814
Дьявол носит Prada,2006,109,"['Comedy', 'Drama']",6.9,436122,14+,62,124740460
Пила: Игра на выживание,2004,103,"['Horror', 'Mystery', 'Thriller']",7.6,435981,18+,46,56000369
Полночь в Париже,2011,94,"['Comedy', 'Fantasy', 'Romance']",7.7,435300,14+,81,56816662
Хищник,1987,107,"['Action', 'Adventure', 'Horror']",7.8,435198,16+,47,59735548
Кинг Конг,2005,187,"['Action', 'Adventure', 'Drama']",7.2,433843,16+,81,218080025
Форма воды,2017,123,"['Drama', 'Fantasy', 'Romance']",7.3,432711,18+,87,63859435
Комната,2015,118,"['Drama', 'Thriller']",8.1,432415,18+,86,14677674
Хижина в лесу,2011,95,"['Horror', 'Mystery', 'Thriller']",7.0,431616,18+,72,42073277
Солдаты неудачи,2008,107,"['Action', 'Comedy', 'War']",7.1,429885,16+,71,110515313
Затерянный мир: Парк Юрского периода,1997,129,"['Action', 'Adventure', 'Sci-Fi']",6.5,429278,0+,59,229086679
Неуязвимый,2000,106,"['Drama', 'Mystery', 'Sci-Fi']",7.3,428201,16+,62,95011339
Охотники за привидениями,1984,105,"['Action', 'Comedy', 'Fantasy']",7.8,426397,0+,71,238632124
Человек-муравей и Оса,2018,118,"['Action', 'Adventure', 'Comedy']",7.0,426394,12+,70,216648740
Алиса в Стране чудес,2010,108,"['Adventure', 'Family', 'Fantasy']",6.4,426036,12+,53,334191110
28 дней спустя,2002,113,"['Drama', 'Horror', 'Sci-Fi']",7.5,425598,16+,73,45064915
Храбрая сердцем,2012,93,"['Animation', 'Adventure', 'Comedy']",7.1,424371,6+,69,237283207
Время,2011,109,"['Action', 'Sci-Fi', 'Thriller']",6.7,423895,PG-13,53,37520095
Взвод,1986,120,"['Drama', 'War']",8.1,423815,16+,92,138530565
Борат,2006,84,['Comedy'],7.4,423576,(Banned),89,128505958
Годзилла,2014,123,"['Action', 'Adventure', 'Sci-Fi']",6.4,423528,12+,62,200676069
Конец света 2013: Апокалипсис по-голливудски,2013,107,"['Comedy', 'Fantasy']",6.6,422930,18+,67,101470202
Пассажиры,2016,116,"['Drama', 'Romance', 'Sci-Fi']",7.0,422216,16+,41,100014699
Изгоняющий дьявола,1973,122,['Horror'],8.1,422118,18+,81,232906145
Непрощенный,1992,130,"['Drama', 'Western']",8.2,421495,R,85,101157447
E.T. the Extra-Terrestrial,1982,115,"['Adventure', 'Family', 'Sci-Fi']",7.9,421420,0+,91,435110554
Ford против Ferrari,2019,152,"['Action', 'Biography', 'Drama']",8.1,420851,16+,81,117624028
Не время умирать,2021,163,"['Action', 'Adventure', 'Thriller']",7.3,420315,12+,68,160869031
Трансформеры 3: Тёмная сторона Луны,2011,154,"['Action', 'Adventure', 'Sci-Fi']",6.2,419345,12+,42,352390543
Останься со мной,1986,89,"['Adventure', 'Drama']",8.1,418290,NaN,75,52287414
Мадагаскар,2005,86,"['Animation', 'Adventure', 'Comedy']",6.9,418244,0+,57,193595521
Американский пирог,1999,95,['Comedy'],7.0,418222,14+,58,102561004
Соучастник,2004,120,"['Action', 'Crime', 'Drama']",7.5,416598,16+,71,101005703
Брюс всемогущий,2003,101,"['Comedy', 'Fantasy']",6.8,416438,12+,46,242829261
Трансформеры: Месть падших,2009,149,"['Action', 'Adventure', 'Sci-Fi']",5.9,416093,12+,35,402111870
Клуб «Завтрак»,1985,97,"['Comedy', 'Drama']",7.8,415118,16+,66,45875171
Лига справедливости Зака Снайдера,2021,242,"['Action', 'Adventure', 'Fantasy']",8.0,413798,18+,54,0
Ходячий замок,2004,119,"['Animation', 'Adventure', 'Family']",8.2,413169,12+,82,4711096
Крепкий орешек 4.0,2007,128,"['Action', 'Thriller']",7.1,412718,14+,69,134529403
Три идиота,2009,170,"['Comedy', 'Drama']",8.4,411505,16+,67,6532908
Кролик Джоджо,2019,108,"['Comedy', 'Drama', 'War']",7.9,411442,(Banned),58,33370906
Головокружение,1958,128,"['Mystery', 'Romance', 'Thriller']",8.3,411386,16+,100,3200000
Волшебник страны Оз,1939,102,"['Adventure', 'Family', 'Fantasy']",8.1,411066,0+,92,2076020
Гадкий я 2,2013,98,"['Animation', 'Adventure', 'Comedy']",7.3,411020,0+,62,368061265
"Хроники Нарнии: Лев, Колдунья и волшебный шкаф",2005,143,"['Adventure', 'Family', 'Fantasy']",6.9,410829,6+,75,291709845
Амадей,1984,160,"['Biography', 'Drama', 'Music']",8.4,410243,R,88,51973029
Игра,1997,129,"['Drama', 'Mystery', 'Thriller']",7.7,409991,R,63,48323648
Житие Брайана по Монти Пайтон,1979,94,['Comedy'],8.0,409424,12+,77,20045115
Монстро,2008,85,"['Action', 'Adventure', 'Horror']",7.0,409248,16+,64,80048433
Крестный отец: Часть III,1990,162,"['Crime', 'Drama']",7.6,408329,16+,60,66666062
Терминатор 3: Восстание машин,2003,109,"['Action', 'Sci-Fi']",6.3,408174,16+,66,150371112
Чёрный ястреб,2001,144,"['Action', 'Drama', 'History']",7.7,407990,16+,74,108638745
Принцесса Мононоке,1997,134,"['Animation', 'Action', 'Adventure']",8.3,407619,12+,76,2375308
Форсаж 6,2013,130,"['Action', 'Adventure', 'Crime']",7.0,405136,12+,61,238679850
Ирландец,2019,209,"['Biography', 'Crime', 'Drama']",7.8,404822,R,94,7000000
Шан-Чи и легенда десяти колец,2021,132,"['Action', 'Adventure', 'Fantasy']",7.4,404257,16+,71,224543292
Отличница лёгкого поведения,2010,92,"['Comedy', 'Drama', 'Romance']",7.0,402327,14+,72,58401464
Город воров,2010,125,"['Crime', 'Drama', 'Thriller']",7.5,402047,R,74,92186262
Форсаж 7,2015,137,"['Action', 'Crime', 'Thriller']",7.1,401894,16+,67,353007020
Форсаж,2001,106,"['Action', 'Crime', 'Thriller']",6.8,401694,16+,58,144533925
Машинист,2004,101,"['Drama', 'Thriller']",7.7,401565,16+,61,1082715
Двенадцать друзей Оушена,2004,125,"['Crime', 'Thriller']",6.5,401074,16+,58,125544280
Аватар: Путь воды,2022,192,"['Action', 'Adventure', 'Fantasy']",7.7,400693,PG-13,67,659682302
Дрянные девчонки,2004,97,['Comedy'],7.1,399917,12+,66,86058055
Маска,1994,101,"['Action', 'Comedy', 'Crime']",6.9,399886,12+,56,119938730
Звезда родилась,2018,136,"['Drama', 'Music', 'Romance']",7.6,398406,18+,88,215288866
Особо опасен,2008,110,"['Action', 'Crime', 'Thriller']",6.7,398355,16+,64,134508551
Чёрная Вдова,2021,134,"['Action', 'Adventure', 'Sci-Fi']",6.7,398292,16+,68,183651655
Джуманджи: Зов джунглей,2017,119,"['Action', 'Adventure', 'Comedy']",6.9,397873,16+,58,404515480
Жизнь других,2006,137,"['Drama', 'Mystery', 'Thriller']",8.4,397091,16+,89,11286112
Тупой и еще тупее,1994,107,['Comedy'],7.3,396577,16+,41,127175354
